id,buName,dpId,dpName,profitCenter
820,"Enterprise Aviation",5001,"SATCOM GLOBAL FZE",3012
821,"Global Government",5001,"SATCOM GLOBAL FZE",4500
822,Maritime,5001,"SATCOM GLOBAL FZE",1300
823,"US Government",5001,"SATCOM GLOBAL FZE",4020
824,"Enterprise SD - Media",5001,"SATCOM GLOBAL FZE",2532
825,"Enterprise SD - Resources",5001,"SATCOM GLOBAL FZE",2533
826,"Enterprise SD - NGO",5001,"SATCOM GLOBAL FZE",2534
827,"Enterprise SD - Mining / Construction",5001,"SATCOM GLOBAL FZE",2535
828,"Enterprise SD - AgriTech",5001,"SATCOM GLOBAL FZE",2536
829,"Enterprise SD - Integrated Transport",5001,"SATCOM GLOBAL FZE",2537
830,"Enterprise SD - FinTech",5001,"SATCOM GLOBAL FZE",2538
831,"Enterprise SD - BYOD",5001,"SATCOM GLOBAL FZE",2539
832,"Enterprise SD - Other business",5001,"SATCOM GLOBAL FZE",2541
833,"Enterprise Aviation",3047,"SATCOM1 AIRTIME SERVICES APS",3012
834,"Global Government",3047,"SATCOM1 AIRTIME SERVICES APS",4500
835,Maritime,3047,"SATCOM1 AIRTIME SERVICES APS",1348
836,"US Government",3047,"SATCOM1 AIRTIME SERVICES APS",4020
837,"Enterprise SD - Media",3047,"SATCOM1 AIRTIME SERVICES APS",2532
838,"Enterprise SD - Resources",3047,"SATCOM1 AIRTIME SERVICES APS",2533
839,"Enterprise SD - NGO",3047,"SATCOM1 AIRTIME SERVICES APS",2534
840,"Enterprise SD - Mining / Construction",3047,"SATCOM1 AIRTIME SERVICES APS",2535
841,"Enterprise SD - AgriTech",3047,"SATCOM1 AIRTIME SERVICES APS",2536
842,"Enterprise SD - Integrated Transport",3047,"SATCOM1 AIRTIME SERVICES APS",2537
843,"Enterprise SD - FinTech",3047,"SATCOM1 AIRTIME SERVICES APS",2538
844,"Enterprise SD - BYOD",3047,"SATCOM1 AIRTIME SERVICES APS",2539
845,"Enterprise SD - Other business",3047,"SATCOM1 AIRTIME SERVICES APS",2541
846,"Enterprise Aviation",3062,"SATLINK S.L.",3012
847,"Global Government",3062,"SATLINK S.L.",4500
848,Maritime,3062,"SATLINK S.L.",1348
849,"US Government",3062,"SATLINK S.L.",4001
850,"Enterprise SD - Media",3062,"SATLINK S.L.",2532
851,"Enterprise SD - Resources",3062,"SATLINK S.L.",2533
852,"Enterprise SD - NGO",3062,"SATLINK S.L.",2534
853,"Enterprise SD - Mining / Construction",3062,"SATLINK S.L.",2535
854,"Enterprise SD - AgriTech",3062,"SATLINK S.L.",2536
855,"Enterprise SD - Integrated Transport",3062,"SATLINK S.L.",2537
856,"Enterprise SD - FinTech",3062,"SATLINK S.L.",2538
857,"Enterprise SD - BYOD",3062,"SATLINK S.L.",2539
858,"Enterprise SD - Other business",3062,"SATLINK S.L.",2541
859,"Enterprise Aviation",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",3012
860,"Global Government",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",4500
861,Maritime,3063,"SATLINK SATELLITE COMMUNICATIONS LTD",1348
862,"Enterprise SD - Media",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2532
863,"Enterprise SD - Resources",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2533
864,"Enterprise SD - NGO",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2534
865,"Enterprise SD - Mining / Construction",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2535
866,"Enterprise SD - AgriTech",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2536
867,"Enterprise SD - Integrated Transport",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2537
868,"Enterprise SD - FinTech",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2538
869,"Enterprise SD - BYOD",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2539
870,"Enterprise SD - Other business",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2541
871,"Enterprise Aviation",3054,"SEASAT COMMUNICATIONS LTD",3012
872,"Global Government",3054,"SEASAT COMMUNICATIONS LTD",4500
873,Maritime,3054,"SEASAT COMMUNICATIONS LTD",1348
874,"US Government",3054,"SEASAT COMMUNICATIONS LTD",4001
875,"Enterprise SD - Media",3054,"SEASAT COMMUNICATIONS LTD",2532
876,"Enterprise SD - Resources",3054,"SEASAT COMMUNICATIONS LTD",2533
877,"Enterprise SD - NGO",3054,"SEASAT COMMUNICATIONS LTD",2534
878,"Enterprise SD - Mining / Construction",3054,"SEASAT COMMUNICATIONS LTD",2535
879,"Enterprise SD - AgriTech",3054,"SEASAT COMMUNICATIONS LTD",2536
880,"Enterprise SD - Integrated Transport",3054,"SEASAT COMMUNICATIONS LTD",2537
881,"Enterprise SD - FinTech",3054,"SEASAT COMMUNICATIONS LTD",2538
882,"Enterprise SD - BYOD",3054,"SEASAT COMMUNICATIONS LTD",2539
883,"Enterprise SD - Other business",3054,"SEASAT COMMUNICATIONS LTD",2541
884,"Enterprise Aviation",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
885,"Global Government",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
886,"US Government",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
887,"Enterprise SD - Media",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
888,"Enterprise SD - Resources",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
889,"Enterprise SD - NGO",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
890,"Enterprise SD - Mining / Construction",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
891,"Enterprise SD - AgriTech",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
892,"Enterprise SD - Integrated Transport",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
893,"Enterprise SD - FinTech",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
894,"Enterprise SD - BYOD",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
895,"Enterprise SD - Other business",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
896,"Enterprise Aviation",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",3012
897,"Global Government",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",4500
898,"US Government",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",4020
899,"Enterprise SD - Media",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2532
900,"Enterprise SD - Resources",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2533
901,"Enterprise SD - NGO",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2534
902,"Enterprise SD - Mining / Construction",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2535
903,"Enterprise SD - AgriTech",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2536
904,"Enterprise SD - Integrated Transport",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2537
905,"Enterprise SD - FinTech",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2538
906,"Enterprise SD - BYOD",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2539
907,"Enterprise SD - Other business",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2541
908,"Enterprise Aviation",3053,"SPEEDCAST CYPRUS LTD",3012
909,"Global Government",3053,"SPEEDCAST CYPRUS LTD",4500
910,Maritime,3053,"SPEEDCAST CYPRUS LTD",1348
911,"US Government",3053,"SPEEDCAST CYPRUS LTD",4001
912,"Enterprise SD - Media",3053,"SPEEDCAST CYPRUS LTD",2532
913,"Enterprise SD - Resources",3053,"SPEEDCAST CYPRUS LTD",2533
914,"Enterprise SD - NGO",3053,"SPEEDCAST CYPRUS LTD",2534
915,"Enterprise SD - Mining / Construction",3053,"SPEEDCAST CYPRUS LTD",2535
916,"Enterprise SD - AgriTech",3053,"SPEEDCAST CYPRUS LTD",2536
917,"Enterprise SD - Integrated Transport",3053,"SPEEDCAST CYPRUS LTD",2537
918,"Enterprise SD - FinTech",3053,"SPEEDCAST CYPRUS LTD",2538
919,"Enterprise SD - BYOD",3053,"SPEEDCAST CYPRUS LTD",2539
920,"Enterprise SD - Other business",3053,"SPEEDCAST CYPRUS LTD",2541
921,"Enterprise Aviation",3052,"SPEEDCAST LIMITED",3012
922,"Global Government",3052,"SPEEDCAST LIMITED",4500
923,Maritime,3052,"SPEEDCAST LIMITED",1348
924,"US Government",3052,"SPEEDCAST LIMITED",4020
925,"Enterprise SD - Media",3052,"SPEEDCAST LIMITED",2532
926,"Enterprise SD - Resources",3052,"SPEEDCAST LIMITED",2533
927,"Enterprise SD - NGO",3052,"SPEEDCAST LIMITED",2534
928,"Enterprise SD - Mining / Construction",3052,"SPEEDCAST LIMITED",2535
929,"Enterprise SD - AgriTech",3052,"SPEEDCAST LIMITED",2536
930,"Enterprise SD - Integrated Transport",3052,"SPEEDCAST LIMITED",2537
931,"Enterprise SD - FinTech",3052,"SPEEDCAST LIMITED",2538
932,"Enterprise SD - BYOD",3052,"SPEEDCAST LIMITED",2539
933,"Enterprise SD - Other business",3052,"SPEEDCAST LIMITED",2541
934,"Enterprise Aviation",3044,"STREAM COMMUNICATIONS LTD",3012
935,"Global Government",3044,"STREAM COMMUNICATIONS LTD",4500
936,Maritime,3044,"STREAM COMMUNICATIONS LTD",1348
937,"US Government",3044,"STREAM COMMUNICATIONS LTD",4001
938,"Enterprise SD - Media",3044,"STREAM COMMUNICATIONS LTD",2532
939,"Enterprise SD - Resources",3044,"STREAM COMMUNICATIONS LTD",2533
940,"Enterprise SD - NGO",3044,"STREAM COMMUNICATIONS LTD",2534
941,"Enterprise SD - Mining / Construction",3044,"STREAM COMMUNICATIONS LTD",2535
942,"Enterprise SD - AgriTech",3044,"STREAM COMMUNICATIONS LTD",2536
943,"Enterprise SD - Integrated Transport",3044,"STREAM COMMUNICATIONS LTD",2537
944,"Enterprise SD - FinTech",3044,"STREAM COMMUNICATIONS LTD",2538
945,"Enterprise SD - BYOD",3044,"STREAM COMMUNICATIONS LTD",2539
946,"Enterprise SD - Other business",3044,"STREAM COMMUNICATIONS LTD",2541
947,"Enterprise Aviation",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",3012
948,"Global Government",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",4500
949,Maritime,5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",1348
950,"US Government",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",4020
951,"Enterprise SD - Media",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2532
952,"Enterprise SD - Resources",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2533
953,"Enterprise SD - NGO",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2534
954,"Enterprise SD - Mining / Construction",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2535
955,"Enterprise SD - AgriTech",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2536
956,"Enterprise SD - Integrated Transport",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2537
957,"Enterprise SD - FinTech",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2538
958,"Enterprise SD - BYOD",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2539
959,"Enterprise SD - Other business",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2541
960,"Enterprise Aviation",5013,"TELESPAZIO S.P.A",3012
961,"Global Government",5013,"TELESPAZIO S.P.A",4500
962,Maritime,5013,"TELESPAZIO S.P.A",1348
963,"US Government",5013,"TELESPAZIO S.P.A",4020
964,"Enterprise SD - Media",5013,"TELESPAZIO S.P.A",2532
965,"Enterprise SD - Resources",5013,"TELESPAZIO S.P.A",2533
966,"Enterprise SD - NGO",5013,"TELESPAZIO S.P.A",2534
967,"Enterprise SD - Mining / Construction",5013,"TELESPAZIO S.P.A",2535
968,"Enterprise SD - AgriTech",5013,"TELESPAZIO S.P.A",2536
969,"Enterprise SD - Integrated Transport",5013,"TELESPAZIO S.P.A",2537
970,"Enterprise SD - FinTech",5013,"TELESPAZIO S.P.A",2538
971,"Enterprise SD - BYOD",5013,"TELESPAZIO S.P.A",2539
972,"Enterprise SD - Other business",5013,"TELESPAZIO S.P.A",2541
973,"Enterprise Aviation",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",3012
974,"Global Government",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",4500
975,Maritime,3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",1348
976,"US Government",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",4001
977,"Enterprise Aviation",3037,"USSECURENET LLC",3012
978,"Global Government",3037,"USSECURENET LLC",4500
979,Maritime,3037,"USSECURENET LLC",1313
980,"US Government",3037,"USSECURENET LLC",4001
981,"Enterprise SD - Media",3037,"USSECURENET LLC",2532
982,"Enterprise SD - Resources",3037,"USSECURENET LLC",2533
983,"Enterprise SD - NGO",3037,"USSECURENET LLC",2534
984,"Enterprise SD - Mining / Construction",3037,"USSECURENET LLC",2535
985,"Enterprise SD - AgriTech",3037,"USSECURENET LLC",2536
986,"Enterprise SD - Integrated Transport",3037,"USSECURENET LLC",2537
987,"Enterprise SD - FinTech",3037,"USSECURENET LLC",2538
988,"Enterprise SD - BYOD",3037,"USSECURENET LLC",2539
989,"Enterprise SD - Other business",3037,"USSECURENET LLC",2541
990,"Enterprise Aviation",3057,"WORLD-LINK COMMUNICATIONS INC.",3012
991,"Global Government",3057,"WORLD-LINK COMMUNICATIONS INC.",4500
992,Maritime,3057,"WORLD-LINK COMMUNICATIONS INC.",1313
993,"US Government",3057,"WORLD-LINK COMMUNICATIONS INC.",4001
994,"Enterprise SD - Media",3057,"WORLD-LINK COMMUNICATIONS INC.",2532
995,"Enterprise SD - Resources",3057,"WORLD-LINK COMMUNICATIONS INC.",2533
996,"Enterprise SD - NGO",3057,"WORLD-LINK COMMUNICATIONS INC.",2534
997,"Enterprise SD - Mining / Construction",3057,"WORLD-LINK COMMUNICATIONS INC.",2535
998,"Enterprise SD - AgriTech",3057,"WORLD-LINK COMMUNICATIONS INC.",2536
999,"Enterprise SD - Integrated Transport",3057,"WORLD-LINK COMMUNICATIONS INC.",2537
1000,"Enterprise SD - FinTech",3057,"WORLD-LINK COMMUNICATIONS INC.",2538
1001,"Enterprise SD - BYOD",3057,"WORLD-LINK COMMUNICATIONS INC.",2539
1002,"Enterprise SD - Other business",3057,"WORLD-LINK COMMUNICATIONS INC.",2541
1003,"Enterprise Carrier",5011,"ACES INTERNATIONAL LIMITED",2344
1004,"Enterprise Carrier",3036,"AND GROUP PLC",2342
1005,"Enterprise Carrier",3034,"ARINC INC USA",2533
1006,"Enterprise Carrier",3032,"AST CONNECTIONS LTD",2533
1007,"Enterprise Carrier",1090,"BEIJING MARINE COMMUNICATION & NAVIGATION COMPANY LIMITED",2533
1008,"Enterprise Carrier",3039,"BOEING COMMERCIAL SATELLITE SERVICES INC.",2340
1009,"Enterprise Carrier",3056,"BOEING SATELLITE SYSTEMS INTERNATIONAL INC.",2340
1010,"Enterprise Carrier",5007,"CHINA SPACE SATELLITE TELECOMMUNICATION CO.LTD",2533
1011,"Enterprise Carrier",3055,"CHINA TELECOM SATELLITE CO. LTD.",2533
1012,"Enterprise Carrier",9101,"CONNECT ACCREDITATION PROGRAMME",2340
1013,"Enterprise Carrier",99999997,"DP END USER",2340
1014,"Enterprise Carrier",1970,"DP INM WORLD",5505
1015,"Enterprise Carrier",99999996,"DP SERVICE PROVIDER",2340
1016,"Enterprise Carrier",5010,"EVOLUTION COMMUNICATION GROUP LTD.",2343
1017,"Enterprise Carrier",3038,"FSUE MORSVIAZSPUTNIK.",2533
1018,"Enterprise Carrier",3050,"GALAXY 1 COMMUNICATIONS LLC",2533
1019,"Enterprise Carrier",3041,"GOGO BUSINESS AVIATION, LLC",2340
1020,"Enterprise Carrier",3051,"IEC TELECOM EUROPE",2533
1021,"Enterprise Carrier",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
1022,"Enterprise Carrier",99999998,"INMARSAT E&E",5505
1023,"Enterprise Carrier",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
1024,"Enterprise Carrier",9999,INMARSAT,5505
1025,"Enterprise Carrier",1440,"KDDI CORPORATION",2533
1026,"Enterprise Carrier",3046,"KORE TELEMATICS INC",2340
1027,"Enterprise Carrier",1261,"KTSAT CO. LTD",2533
1028,"Enterprise Carrier",1510,"MVS GLOBAL COMMUNICATIONS",2533
1029,"Enterprise Carrier",5006,"NETWORK INNOVATIONS INC.",2533
1030,"Enterprise Carrier",3042,"NORTHROP GRUMMAN CORPORATION INC.",2340
1031,"Enterprise Carrier",3045,"NSSL GLOBAL GMBH",2533
1032,"Enterprise Carrier",10316,"NSSLGLOBAL LTD",2533
1033,"Enterprise Carrier",5009,"ONAIR SWITZERLAND S.A.R.L",2342
1034,"Enterprise Carrier",3043,"OPEN MOBILE SYSTEM LLC",2533
1035,"Enterprise Carrier",1180,"OTESAT-MARITEL SA.",2533
1036,"Enterprise Carrier",3048,"PIVOTEL SATELLITE PTY LIMITED",2533
1037,"Enterprise Carrier",3049,"RIGNET INC",2533
1038,"Enterprise Carrier",3040,"ROADPOST INC.",2533
1039,"Enterprise Carrier",3061,"SATCOM DIRECT INC.",2533
1040,"Enterprise Carrier",3047,"SATCOM1 AIRTIME SERVICES APS",2533
1041,"Enterprise Carrier",3054,"SEASAT COMMUNICATIONS LTD",2342
1042,"Enterprise Carrier",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
1043,"Enterprise Carrier",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2533
1044,"Enterprise Carrier",3052,"SPEEDCAST LIMITED",2533
1045,"Enterprise Carrier",3044,"STREAM COMMUNICATIONS LTD",2342
1046,"Enterprise Carrier",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2533
1047,"Enterprise Carrier",5013,"TELESPAZIO S.P.A",2533
1048,"Enterprise Carrier",3037,"USSECURENET LLC",2340
1049,"Enterprise Carrier",3057,"WORLD-LINK COMMUNICATIONS INC.",2340
1050,"Enterprise Energy",5011,"ACES INTERNATIONAL LIMITED",2344
1051,"Enterprise Energy",3036,"AND GROUP PLC",2342
1052,"Enterprise Energy",3034,"ARINC INC USA",2533
1053,"Enterprise Energy",3032,"AST CONNECTIONS LTD",2533
1054,"Enterprise Energy",1090,"BEIJING MARINE COMMUNICATION & NAVIGATION COMPANY LIMITED",2533
1055,"Enterprise Energy",3039,"BOEING COMMERCIAL SATELLITE SERVICES INC.",2340
1056,"Enterprise Energy",3056,"BOEING SATELLITE SYSTEMS INTERNATIONAL INC.",2340
1057,"Enterprise Energy",5007,"CHINA SPACE SATELLITE TELECOMMUNICATION CO.LTD",2533
1058,"Enterprise Energy",3055,"CHINA TELECOM SATELLITE CO. LTD.",2533
1059,"Enterprise Energy",9101,"CONNECT ACCREDITATION PROGRAMME",2340
1060,"Enterprise Energy",99999997,"DP END USER",2340
1061,"Enterprise Energy",1970,"DP INM WORLD",5505
1062,"Enterprise Energy",99999996,"DP SERVICE PROVIDER",2340
1063,"Enterprise Energy",5010,"EVOLUTION COMMUNICATION GROUP LTD.",2343
1064,"Enterprise Energy",3038,"FSUE MORSVIAZSPUTNIK.",2533
1065,"Enterprise Energy",3050,"GALAXY 1 COMMUNICATIONS LLC",2533
1066,"Enterprise Energy",3041,"GOGO BUSINESS AVIATION, LLC",2340
1067,"Enterprise Energy",3051,"IEC TELECOM EUROPE",2533
1068,"Enterprise Energy",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
1069,"Enterprise Energy",99999998,"INMARSAT E&E",5505
1070,"Enterprise Energy",1020,"INMARSAT SOLUTIONS BV",5505
1071,"Enterprise Energy",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
1072,"Enterprise Energy",9999,INMARSAT,5505
1073,"Enterprise Energy",1440,"KDDI CORPORATION",2533
1074,"Enterprise Energy",3046,"KORE TELEMATICS INC",2340
1075,"Enterprise Energy",1261,"KTSAT CO. LTD",2533
1076,"Enterprise Energy",1510,"MVS GLOBAL COMMUNICATIONS",2533
1077,"Enterprise Energy",5006,"NETWORK INNOVATIONS INC.",2533
1078,"Enterprise Energy",3042,"NORTHROP GRUMMAN CORPORATION INC.",2340
1079,"Enterprise Energy",3045,"NSSL GLOBAL GMBH",2533
1080,"Enterprise Energy",10316,"NSSLGLOBAL LTD",2533
1081,"Enterprise Energy",5009,"ONAIR SWITZERLAND S.A.R.L",2342
1082,"Enterprise Energy",3043,"OPEN MOBILE SYSTEM LLC",2533
1083,"Enterprise Energy",1180,"OTESAT-MARITEL SA.",2533
1084,"Enterprise Energy",3048,"PIVOTEL SATELLITE PTY LIMITED",2533
1085,"Enterprise Energy",3049,"RIGNET INC",2533
1086,"Enterprise Energy",3040,"ROADPOST INC.",2533
1087,"Enterprise Energy",3061,"SATCOM DIRECT INC.",2533
1088,"Enterprise Energy",5001,"SATCOM GLOBAL FZE",2533
1089,"Enterprise Energy",3047,"SATCOM1 AIRTIME SERVICES APS",2533
1090,"Enterprise Energy",3054,"SEASAT COMMUNICATIONS LTD",2342
1091,"Enterprise Energy",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
1092,"Enterprise Energy",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2533
1093,"Enterprise Energy",3052,"SPEEDCAST LIMITED",2533
1094,"Enterprise Energy",3044,"STREAM COMMUNICATIONS LTD",2342
1095,"Enterprise Energy",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2533
1096,"Enterprise Energy",5013,"TELESPAZIO S.P.A",2533
1097,"Enterprise Energy",3037,"USSECURENET LLC",2340
1098,"Enterprise Energy",3057,"WORLD-LINK COMMUNICATIONS INC.",2342
1099,"Enterprise Industry",5011,"ACES INTERNATIONAL LIMITED",2344
1100,"Enterprise Industry",3036,"AND GROUP PLC",2342
1101,"Enterprise Industry",3034,"ARINC INC USA",2533
1102,"Enterprise Industry",3032,"AST CONNECTIONS LTD",2533
1103,"Enterprise Industry",1090,"BEIJING MARINE COMMUNICATION & NAVIGATION COMPANY LIMITED",2533
1104,"Enterprise Industry",3039,"BOEING COMMERCIAL SATELLITE SERVICES INC.",2340
1105,"Enterprise Industry",3056,"BOEING SATELLITE SYSTEMS INTERNATIONAL INC.",2340
1106,"Enterprise Industry",5007,"CHINA SPACE SATELLITE TELECOMMUNICATION CO.LTD",2533
1107,"Enterprise Industry",3055,"CHINA TELECOM SATELLITE CO. LTD.",2533
1108,"Enterprise Industry",9101,"CONNECT ACCREDITATION PROGRAMME",2340
1109,"Enterprise Industry",99999997,"DP END USER",2340
1110,"Enterprise Industry",1970,"DP INM WORLD",2340
1111,"Enterprise Industry",99999996,"DP SERVICE PROVIDER",2340
1112,"Enterprise Industry",5010,"EVOLUTION COMMUNICATION GROUP LTD.",2343
1113,"Enterprise Industry",3038,"FSUE MORSVIAZSPUTNIK.",2533
1114,"Enterprise Industry",3050,"GALAXY 1 COMMUNICATIONS LLC",2533
1115,"Enterprise Industry",3041,"GOGO BUSINESS AVIATION, LLC",2340
1116,"Enterprise Industry",3051,"IEC TELECOM EUROPE",2533
1117,"Enterprise Industry",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
1118,"Enterprise Industry",99999998,"INMARSAT E&E",2340
1119,"Enterprise Industry",1020,"INMARSAT SOLUTIONS BV",5505
1120,"Enterprise Industry",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
1121,"Enterprise Industry",9999,INMARSAT,2340
1122,"Enterprise Industry",1440,"KDDI CORPORATION",2533
1123,"Enterprise Industry",3046,"KORE TELEMATICS INC",2340
1124,"Enterprise Industry",1261,"KTSAT CO. LTD",2533
1125,"Enterprise Industry",1510,"MVS GLOBAL COMMUNICATIONS",2533
1126,"Enterprise Industry",5006,"NETWORK INNOVATIONS INC.",2533
1127,"Enterprise Industry",3042,"NORTHROP GRUMMAN CORPORATION INC.",2340
1128,"Enterprise Industry",3045,"NSSL GLOBAL GMBH",2533
1129,"Enterprise Industry",10316,"NSSLGLOBAL LTD",2533
1130,"Enterprise Industry",5009,"ONAIR SWITZERLAND S.A.R.L",2342
1131,"Enterprise Industry",3043,"OPEN MOBILE SYSTEM LLC",2533
1132,"Enterprise Industry",1180,"OTESAT-MARITEL SA.",2533
1133,"Enterprise Industry",3048,"PIVOTEL SATELLITE PTY LIMITED",2533
1134,"Enterprise Industry",3049,"RIGNET INC",2533
1135,"Enterprise Industry",3040,"ROADPOST INC.",2533
1136,"Enterprise Industry",3061,"SATCOM DIRECT INC.",2533
1137,"Enterprise Industry",5001,"SATCOM GLOBAL FZE",2533
1138,"Enterprise Industry",3047,"SATCOM1 AIRTIME SERVICES APS",2533
1139,"Enterprise Industry",3054,"SEASAT COMMUNICATIONS LTD",2342
1140,"Enterprise Industry",1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
1141,"Enterprise Industry",1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",2533
1142,"Enterprise Industry",3052,"SPEEDCAST LIMITED",2533
1143,"Enterprise Industry",3044,"STREAM COMMUNICATIONS LTD",2342
1144,"Enterprise Industry",5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",2533
1145,"Enterprise Industry",5013,"TELESPAZIO S.P.A",2533
1146,"Enterprise Industry",3037,"USSECURENET LLC",2340
1147,"Enterprise Carrier",1331,"MARLINK AS",2533
1148,"Enterprise Energy",1331,"MARLINK AS",2533
1149,"Enterprise Industry",1331,"MARLINK AS",2533
1150,"Enterprise Carrier",3027,"MX1 LTD.",2343
1151,"Enterprise Energy",3027,"MX1 LTD.",2343
1152,"Enterprise Industry",3027,"MX1 LTD.",2343
1153,"Enterprise Carrier",3058,"AEROSATCOM LIMITED",2533
1154,"Enterprise Energy",3058,"AEROSATCOM LIMITED",2533
1155,"Enterprise Industry",3058,"AEROSATCOM LIMITED",2533
1156,"Enterprise Carrier",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2533
1157,"Enterprise Energy",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2533
1158,"Enterprise Industry",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2533
1159,"Enterprise Carrier",1140,"MARLINK SAS",2342
1160,"Enterprise Energy",1140,"MARLINK SAS",2342
1161,"Enterprise Industry",1140,"MARLINK SAS",2342
1162,"Enterprise Carrier",3059,"ONE NET LIMITED",2533
1163,"Enterprise Energy",3059,"ONE NET LIMITED",2533
1164,"Enterprise Industry",3059,"ONE NET LIMITED",2533
1165,"Enterprise Carrier",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2533
1166,"Enterprise Energy",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2533
1167,"Enterprise Industry",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2533
1168,"Enterprise Carrier",3062,"SATLINK S.L.",2342
1169,"Enterprise Energy",3062,"SATLINK S.L.",2342
1170,"Enterprise Industry",3062,"SATLINK S.L.",2342
1171,"Enterprise Carrier",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2342
1172,"Enterprise Energy",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2342
1173,"Enterprise Industry",3063,"SATLINK SATELLITE COMMUNICATIONS LTD",2342
1174,"Enterprise Carrier",3053,"SPEEDCAST CYPRUS LTD",2342
1175,"Enterprise Energy",3053,"SPEEDCAST CYPRUS LTD",2342
1176,"Enterprise Industry",3053,"SPEEDCAST CYPRUS LTD",2342
