id,buName,dpId,dpName,profitCenter
1547,"Enterprise SD - Integrated Transport",10517,"FSUE MORSVIAZSPUTNIK 10517",2537
1548,"Enterprise SD - FinTech",10517,"FSUE MORSVIAZSPUTNIK 10517",2538
1549,"Enterprise SD - BYOD",10517,"FSUE MORSVIAZSPUTNIK 10517",2539
1550,"Enterprise SD - Other business",10517,"FSUE MORSVIAZSPUTNIK 10517",2541
1551,"Enterprise Carrier",10517,"FSUE MORSVIAZSPUTNIK 10517",2533
1552,"Enterprise Energy",10517,"FSUE MORSVIAZSPUTNIK 10517",2533
1553,"Enterprise Industry",10517,"FSUE MORSVIAZSPUTNIK 10517",2533
1554,Maritime,10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",1313
1555,"Enterprise Aviation",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",3012
1556,"Global Government",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",4500
1557,"US Government",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",4001
1558,"Enterprise SD - Media",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2532
1559,"Enterprise SD - Resources",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2533
1560,"Enterprise SD - NGO",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2534
1561,"Enterprise SD - Mining / Construction",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2535
1562,"Enterprise SD - AgriTech",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2536
1563,"Enterprise SD - Integrated Transport",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2537
1564,"Enterprise SD - FinTech",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2538
1565,"Enterprise SD - BYOD",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2539
1566,"Enterprise SD - Other business",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2541
1567,"Enterprise Carrier",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2340
1568,"Enterprise Energy",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2340
1569,"Enterprise Industry",10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",2340
1570,"Enterprise Aviation",10447,"APPLIED SATELLITE TECHNOLOGY SA (PTY) LTD 10447",3012
1571,"Enterprise SD - Other business",10450,"COMSAT, INC 10450",2541
1572,"Global Government",10450,"COMSAT, INC 10450",4500
1573,Maritime,10450,"COMSAT, INC 10450",1300
1574,"US Government",10450,"COMSAT, INC 10450",4020
1575,"Enterprise Aviation",10450,"COMSAT, INC 10450",3012
1576,"Enterprise Industry",10450,"COMSAT, INC 10450",2541
1577,"Enterprise Energy",10450,"COMSAT, INC 10450",2541
1578,Aviation,10450,"COMSAT, INC 10450",3012
1579,"Enterprise SD - Resources",10450,"COMSAT, INC 10450",2533
1580,"Enterprise SD - Other business",10515,"COMSAT, INC 10515",2541
1581,"Global Government",10515,"COMSAT, INC 10515",4500
1582,Maritime,10515,"COMSAT, INC 10515",1300
1583,"US Government",10515,"COMSAT, INC 10515",4020
1584,"Enterprise Aviation",10515,"COMSAT, INC 10515",3012
1585,"Enterprise Industry",10515,"COMSAT, INC 10515",2541
1586,"Enterprise Energy",10515,"COMSAT, INC 10515",2541
1587,Aviation,10515,"COMSAT, INC 10515",3012
1588,"Enterprise SD - Resources",10515,"COMSAT, INC 10515",2533
1589,"Enterprise Industry",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2541
1590,Maritime,10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",1348
1591,"Global Government",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",4500
1592,"US Government",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",4001
1593,"Enterprise Aviation",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",3012
1594,"Enterprise SD - Resources",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2533
1595,"Enterprise SD - Other business",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2541
1596,Aviation,10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",3012
1597,"Enterprise Energy",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2541
1598,"Enterprise Aviation",10510,"TATA COMMUNICATIONS LIMITED 10510",3012
1599,"US Government",10510,"TATA COMMUNICATIONS LIMITED 10510",4001
1600,"Enterprise SD - Other business",10510,"TATA COMMUNICATIONS LIMITED 10510",2541
1601,"Global Government",10510,"TATA COMMUNICATIONS LIMITED 10510",4500
1602,Maritime,10510,"TATA COMMUNICATIONS LIMITED 10510",1348
1603,"Enterprise Industry",10510,"TATA COMMUNICATIONS LIMITED 10510",2541
1604,"Enterprise Energy",10510,"TATA COMMUNICATIONS LIMITED 10510",2541
1605,Aviation,10510,"TATA COMMUNICATIONS LIMITED 10510",3012
1606,"Enterprise SD - Resources",10510,"TATA COMMUNICATIONS LIMITED 10510",2533
1607,"Enterprise Aviation",10511,"TELECOM ITALIA SPA 10511",3012
1608,"US Government",10511,"TELECOM ITALIA SPA 10511",4001
1609,"Enterprise SD - Other business",10511,"TELECOM ITALIA SPA 10511",2541
1610,"Global Government",10511,"TELECOM ITALIA SPA 10511",4500
1611,Maritime,10511,"TELECOM ITALIA SPA 10511",1348
1612,"Enterprise Industry",10511,"TELECOM ITALIA SPA 10511",2541
1613,"Enterprise Energy",10511,"TELECOM ITALIA SPA 10511",2541
1614,Aviation,10511,"TELECOM ITALIA SPA 10511",3012
1615,"Enterprise SD - Resources",10511,"TELECOM ITALIA SPA 10511",2533
1616,"Enterprise Aviation",10516,"VIETNAM MARITIME COMM ELEC CO 10516",3012
1617,"US Government",10516,"VIETNAM MARITIME COMM ELEC CO 10516",4001
1618,"Global Government",10516,"VIETNAM MARITIME COMM ELEC CO 10516",4500
1619,Maritime,10516,"VIETNAM MARITIME COMM ELEC CO 10516",1348
1620,"Enterprise Industry",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2541
1621,"Enterprise Energy",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2541
1622,Aviation,10516,"VIETNAM MARITIME COMM ELEC CO 10516",3012
1623,"Enterprise SD - Resources",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2533
1624,"Enterprise Carrier",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2541
1625,Maritime,10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",1328
1626,"Enterprise Industry",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2541
1627,Aviation,10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",3012
1628,"Enterprise Energy",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2541
1629,Aviation,5009,"ONAIR SWITZERLAND S.A.R.L",3012
1630,"Enterprise Carrier",10523,"MARLINK SAS 10523",2541
1631,"Enterprise Industry",10523,"MARLINK SAS 10523",2541
1632,Aviation,10523,"MARLINK SAS 10523",3012
1633,"Enterprise Energy",10523,"MARLINK SAS 10523",2541
1634,Aviation,5006,"NETWORK INNOVATIONS INC.",3012
1635,Aviation,3056,"BOEING SATELLITE SYSTEMS INTERNATIONAL INC.",3012
1636,Aviation,3041,"GOGO BUSINESS AVIATION, LLC",3012
1637,Aviation,10345,"GLOBALSTAR INC",3012
1638,"Enterprise SD - NGO",10396,"NEW DIMENSION WIRELESS LTD",2534
1639,"Enterprise Carrier",10396,"NEW DIMENSION WIRELESS LTD",2541
1640,"Enterprise SD - Other business",10396,"NEW DIMENSION WIRELESS LTD",2541
1641,Maritime,10396,"NEW DIMENSION WIRELESS LTD",1300
1642,"Enterprise Industry",10396,"NEW DIMENSION WIRELESS LTD",2541
1643,Aviation,10396,"NEW DIMENSION WIRELESS LTD",3012
1644,"Enterprise SD - BYOD",10396,"NEW DIMENSION WIRELESS LTD",2539
1645,"Enterprise SD - AgriTech",10396,"NEW DIMENSION WIRELESS LTD",2539
1646,"Enterprise Energy",10396,"NEW DIMENSION WIRELESS LTD",2541
1647,"US Government",10396,"NEW DIMENSION WIRELESS LTD",4001
1648,"Enterprise SD - Media",10396,"NEW DIMENSION WIRELESS LTD",2532
1649,"Enterprise SD - Mining / Construction",10396,"NEW DIMENSION WIRELESS LTD",2535
1650,"Enterprise SD - Integrated Transport",10396,"NEW DIMENSION WIRELESS LTD",2537
1651,"Enterprise SD - FinTech",10396,"NEW DIMENSION WIRELESS LTD",2538
1652,"Enterprise Aviation",10396,"NEW DIMENSION WIRELESS LTD",3012
1653,"Enterprise SD - Resources",10396,"NEW DIMENSION WIRELESS LTD",2533
1654,"Global Government",10396,"NEW DIMENSION WIRELESS LTD",4500
1655,Aviation,3053,"SPEEDCAST CYPRUS LTD",3012
1656,Aviation,5013,"TELESPAZIO S.P.A",3012
1657,Aviation,10524,"KDDI CORPORATION 10524",3012
1658,"Enterprise SD - NGO",10395,"TELECOM26 AG",2534
1659,"Enterprise Carrier",10395,"TELECOM26 AG",2541
1660,"Enterprise SD - Other business",10395,"TELECOM26 AG",2541
1661,Maritime,10395,"TELECOM26 AG",1300
1662,"Enterprise Industry",10395,"TELECOM26 AG",2541
1663,Aviation,10395,"TELECOM26 AG",3012
1664,"Enterprise SD - BYOD",10395,"TELECOM26 AG",2539
1665,"Enterprise SD - AgriTech",10395,"TELECOM26 AG",2536
1666,"Enterprise Energy",10395,"TELECOM26 AG",2541
1667,"US Government",10395,"TELECOM26 AG",4001
1668,"Enterprise SD - Media",10395,"TELECOM26 AG",2532
1669,"Enterprise SD - Mining / Construction",10395,"TELECOM26 AG",2535
1670,"Enterprise SD - Integrated Transport",10395,"TELECOM26 AG",2537
1671,"Enterprise SD - FinTech",10395,"TELECOM26 AG",2538
1672,"Enterprise Aviation",10395,"TELECOM26 AG",3012
1673,"Enterprise SD - Resources",10395,"TELECOM26 AG",2533
1674,"Global Government",10395,"TELECOM26 AG",4500
1675,Aviation,1050,"SEGOVIA COMMERCIAL SERVICES INC.",4020
1676,"Enterprise SD - NGO",10511,"TELECOM ITALIA SPA 10511",2534
1677,"Enterprise Carrier",10511,"TELECOM ITALIA SPA 10511",2541
1678,"Enterprise SD - BYOD",10511,"TELECOM ITALIA SPA 10511",2539
1679,"Enterprise SD - AgriTech",10511,"TELECOM ITALIA SPA 10511",2536
1680,"Enterprise SD - Media",10511,"TELECOM ITALIA SPA 10511",2532
1681,"Enterprise SD - Mining / Construction",10511,"TELECOM ITALIA SPA 10511",2535
1682,"Enterprise SD - Integrated Transport",10511,"TELECOM ITALIA SPA 10511",2537
1683,"Enterprise SD - FinTech",10511,"TELECOM ITALIA SPA 10511",2538
1684,Aviation,3052,"SPEEDCAST LIMITED",3012
1685,Aviation,1261,"KTSAT CO. LTD",3012
1686,Aviation,9999,INMARSAT,3012
1687,Aviation,3037,"USSECURENET LLC",3012
1688,"Enterprise Carrier",10513,"MARLINK AS 10513",2541
1689,"Enterprise Industry",10513,"MARLINK AS 10513",2541
1690,Aviation,10513,"MARLINK AS 10513",3012
1691,"Enterprise Energy",10513,"MARLINK AS 10513",2541
1692,Aviation,10528,"FSUE MORSVIAZSPUTNIK 10528",3012
1693,Aviation,99999998,"INMARSAT E&E",3012
1694,Aviation,1020,"INMARSAT SOLUTIONS BV",5505
1695,"Enterprise SD - NGO",10270,"COMSAT, INC.",2534
1696,"Enterprise Carrier",10270,"COMSAT, INC.",2541
1697,"Enterprise SD - BYOD",10270,"COMSAT, INC.",2539
1698,"Enterprise SD - AgriTech",10270,"COMSAT, INC.",2536
1699,"Enterprise SD - Media",10270,"COMSAT, INC.",2532
1700,"Enterprise SD - Mining / Construction",10270,"COMSAT, INC.",2535
1701,"Enterprise SD - Integrated Transport",10270,"COMSAT, INC.",2537
1702,"Enterprise SD - FinTech",10270,"COMSAT, INC.",2538
1703,Aviation,3044,"STREAM COMMUNICATIONS LTD",3012
1704,Aviation,1431,"SINGAPORE TELECOMMUNICATIONS LIMITED",3012
1705,Aviation,3032,"AST CONNECTIONS LTD",3012
1706,Aviation,3045,"NSSL GLOBAL GMBH",3012
1707,Aviation,3050,"GALAXY 1 COMMUNICATIONS LLC",3012
1708,"Enterprise SD - NGO",10394,"TRUSTCOMM, INC.",2534
1709,"Enterprise Carrier",10394,"TRUSTCOMM, INC.",2541
1710,"Enterprise SD - BYOD",10394,"TRUSTCOMM, INC.",2539
1711,"Enterprise SD - AgriTech",10394,"TRUSTCOMM, INC.",2536
1712,"Enterprise SD - Media",10394,"TRUSTCOMM, INC.",2532
1713,"Enterprise SD - Mining / Construction",10394,"TRUSTCOMM, INC.",2535
1714,"Enterprise SD - Integrated Transport",10394,"TRUSTCOMM, INC.",2537
1715,"Enterprise SD - FinTech",10394,"TRUSTCOMM, INC.",2538
1716,"Enterprise SD - NGO",10510,"TATA COMMUNICATIONS LIMITED 10510",2534
1717,"Enterprise Carrier",10510,"TATA COMMUNICATIONS LIMITED 10510",2541
1718,"Enterprise SD - AgriTech",10510,"TATA COMMUNICATIONS LIMITED 10510",2536
1719,"Enterprise SD - Media",10510,"TATA COMMUNICATIONS LIMITED 10510",2532
1720,"Enterprise SD - Mining / Construction",10510,"TATA COMMUNICATIONS LIMITED 10510",2535
1721,"Enterprise SD - Integrated Transport",10510,"TATA COMMUNICATIONS LIMITED 10510",2537
1722,"Enterprise SD - FinTech",10510,"TATA COMMUNICATIONS LIMITED 10510",2538
1723,"Enterprise SD - NGO",10130,"TELECOM ITALIA SPA",2534
1724,"Enterprise Carrier",10130,"TELECOM ITALIA SPA",2541
1725,"Enterprise SD - BYOD",10130,"TELECOM ITALIA SPA",2539
1726,"Enterprise SD - AgriTech",10130,"TELECOM ITALIA SPA",2536
1727,"Enterprise SD - Media",10130,"TELECOM ITALIA SPA",2532
1728,"Enterprise SD - Mining / Construction",10130,"TELECOM ITALIA SPA",2535
1729,"Enterprise SD - Integrated Transport",10130,"TELECOM ITALIA SPA",2537
1730,"Enterprise SD - FinTech",10130,"TELECOM ITALIA SPA",2538
1731,"Enterprise SD - NGO",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2534
1732,"Enterprise Carrier",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2541
1733,"Enterprise SD - BYOD",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2539
1734,"Enterprise SD - AgriTech",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2536
1735,"Enterprise SD - Media",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2532
1736,"Enterprise SD - Mining / Construction",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2535
1737,"Enterprise SD - Integrated Transport",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2537
1738,"Enterprise SD - FinTech",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2538
1739,Aviation,5008,"TELEFONICA INTERNATIONAL WHOLESALE SERVICES S.L",3012
1740,Aviation,3051,"IEC TELECOM EUROPE",3012
1741,Aviation,3054,"SEASAT COMMUNICATIONS LTD",3012
1742,"Enterprise Carrier",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2541
1743,"Enterprise Industry",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2541
1744,Aviation,10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",3012
1745,"Enterprise Energy",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2541
1746,Aviation,99999996,"DP SERVICE PROVIDER",3012
1747,"Enterprise Carrier",3060,ORBCOMM,2541
1748,"Enterprise Industry",3060,ORBCOMM,2541
1749,Aviation,3060,ORBCOMM,3012
1750,"Enterprise Energy",3060,ORBCOMM,2541
1751,Aviation,3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
1752,"Enterprise SD - NGO",10450,"COMSAT, INC 10450",2534
1753,"Enterprise Carrier",10450,"COMSAT, INC 10450",2541
1754,"Enterprise SD - BYOD",10450,"COMSAT, INC 10450",2539
1755,"Enterprise SD - AgriTech",10450,"COMSAT, INC 10450",2536
1756,"Enterprise SD - Media",10450,"COMSAT, INC 10450",2532
1757,"Enterprise SD - Mining / Construction",10450,"COMSAT, INC 10450",2535
1758,"Enterprise SD - Integrated Transport",10450,"COMSAT, INC 10450",2537
1759,"Enterprise SD - FinTech",10450,"COMSAT, INC 10450",2538
1760,Aviation,1510,"MVS GLOBAL COMMUNICATIONS",3012
1761,"Enterprise SD - NGO",10110,"TATA COMMUNICATIONS LIMITED",2534
1762,"Enterprise Carrier",10110,"TATA COMMUNICATIONS LIMITED",2541
1763,"Enterprise SD - BYOD",10110,"TATA COMMUNICATIONS LIMITED",2539
1764,"Enterprise SD - AgriTech",10110,"TATA COMMUNICATIONS LIMITED",2536
1765,"Enterprise SD - Media",10110,"TATA COMMUNICATIONS LIMITED",2532
1766,"Enterprise SD - Mining / Construction",10110,"TATA COMMUNICATIONS LIMITED",2535
1767,"Enterprise SD - Integrated Transport",10110,"TATA COMMUNICATIONS LIMITED",2537
1768,"Enterprise SD - FinTech",10110,"TATA COMMUNICATIONS LIMITED",2538
1769,Aviation,1140,"MARLINK SAS",3012
1770,Aviation,3055,"CHINA TELECOM SATELLITE CO. LTD.",3012
1771,"Enterprise SD - NGO",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2534
1772,"Enterprise Carrier",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2541
1773,"Enterprise SD - BYOD",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2539
1774,"Enterprise SD - AgriTech",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2536
1775,"Enterprise SD - Media",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2532
1776,"Enterprise SD - Mining / Construction",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2535
1777,"Enterprise SD - Integrated Transport",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2537
1778,"Enterprise SD - FinTech",10521,"SITA INFORMATION NETWORKING COMPUTING BV 10521",2538
1779,Aviation,10300,"FSUE MORSVIAZSPUTNIK 10300",3012
1780,Aviation,10530,"KTSAT CO LTD 10530",3012
1781,Aviation,3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",3012
1782,Aviation,10517,"FSUE MORSVIAZSPUTNIK 10517",3012
1783,Aviation,10512,"KDDI CORPORATION 10512",3012
1784,Aviation,3036,"AND GROUP PLC",3012
1785,Aviation,5007,"CHINA SPACE SATELLITE TELECOMMUNICATION CO.LTD",3012
1786,"Enterprise SD - NGO",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2534
1787,"Enterprise Carrier",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2541
1788,"Enterprise SD - Other business",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2541
1789,Maritime,10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",1328
1790,"Enterprise Industry",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2541
1791,Aviation,10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",3012
1792,"Enterprise SD - BYOD",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2539
1793,"Enterprise SD - AgriTech",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2536
1794,"Enterprise Energy",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2541
1795,"US Government",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",4020
1796,"Enterprise SD - Media",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2532
1797,"Enterprise SD - Mining / Construction",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2535
1798,"Enterprise SD - Integrated Transport",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2537
1799,"Enterprise SD - FinTech",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2538
1800,"Enterprise Aviation",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",3012
1801,"Enterprise SD - Resources",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",2533
1802,"Global Government",10320,"CHINA TELECOMMUNICATIONS CORPORATIO LIMITED",4500
1803,Aviation,10531,"BOEING SATELLITE SYSTEMS INTNL INC 10531",3012
1804,Aviation,10509,"MX1 LTD 10509",3012
1805,"Enterprise SD - NGO",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2534
1806,"Enterprise SD - Other business",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2541
1807,Aviation,3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",3012
1808,"Enterprise SD - BYOD",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2539
1809,"Enterprise SD - Media",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2532
1810,"Enterprise SD - Mining / Construction",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2535
1811,"Enterprise SD - Integrated Transport",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2537
1812,"Enterprise SD - FinTech",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2538
1813,"Enterprise SD - Resources",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2533
1814,Aviation,5011,"ACES INTERNATIONAL LIMITED",3012
1815,Aviation,3042,"NORTHROP GRUMMAN CORPORATION INC.",3012
1816,"Enterprise Carrier",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2541
1817,"Enterprise Industry",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2541
1818,Aviation,10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",3012
1819,"Enterprise Energy",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2541
1820,Aviation,10120,"MX1 LTD 10120",3012
1821,Aviation,3034,"ARINC INC USA",3012
1822,Aviation,10519,"ARINC INC USA 10519",3012
1823,Aviation,1970,"DP INM WORLD",3012
1824,Aviation,3046,"KORE TELEMATICS INC",3012
1825,"Enterprise SD - NGO",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2534
1826,"Enterprise Carrier",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2541
1827,"Enterprise SD - Other business",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2541
1828,Maritime,20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",1328
1829,"Enterprise Industry",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2541
1830,Aviation,20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",3012
1831,"Enterprise SD - BYOD",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2539
1832,"Enterprise SD - AgriTech",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2536
1833,"Enterprise Energy",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2541
1834,"US Government",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",4001
1835,"Enterprise SD - Media",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2532
1836,"Enterprise SD - Mining / Construction",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2535
1837,"Enterprise SD - Integrated Transport",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2537
1838,"Enterprise SD - FinTech",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2538
1839,"Enterprise SD - Resources",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",2533
1840,"Global Government",20000,"ACES REGIONAL SERVICES CO., LTD ATTN: MR. AMNUAY PONGSAJARU",4500
1841,Aviation,3047,"SATCOM1 AIRTIME SERVICES APS",3012
1842,Aviation,5010,"EVOLUTION COMMUNICATION GROUP LTD.",3012
1843,Aviation,3043,"OPEN MOBILE SYSTEM LLC",3012
1844,Aviation,1440,"KDDI CORPORATION",3012
1845,Aviation,3039,"BOEING COMMERCIAL SATELLITE SERVICES INC.",3012
1846,Aviation,10529,"ARINC INC USA 10529",3012
1847,Aviation,3038,"FSUE MORSVIAZSPUTNIK.",3012
1848,"Enterprise SD - NGO",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2534
1849,"Enterprise Carrier",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2541
1850,"Enterprise SD - Other business",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2541
1851,Maritime,20001,"VODAFONE ROAMING SERVICES S.A.R.L",1300
1852,"Enterprise Industry",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2541
1853,Aviation,20001,"VODAFONE ROAMING SERVICES S.A.R.L",3012
1854,"Enterprise SD - BYOD",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2539
1855,"Enterprise SD - AgriTech",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2536
1856,"Enterprise Energy",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2541
1857,"US Government",20001,"VODAFONE ROAMING SERVICES S.A.R.L",4001
1858,"Enterprise SD - Media",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2532
1859,"Enterprise SD - Mining / Construction",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2535
1860,"Enterprise SD - Integrated Transport",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2537
1861,"Enterprise SD - FinTech",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2538
1862,"Enterprise Aviation",20001,"VODAFONE ROAMING SERVICES S.A.R.L",3012
1863,"Enterprise SD - Resources",20001,"VODAFONE ROAMING SERVICES S.A.R.L",2533
1864,"Global Government",20001,"VODAFONE ROAMING SERVICES S.A.R.L",4500
1865,Aviation,10508,"OTESATMARITEL SA 10508",3012
1866,Aviation,3048,"PIVOTEL SATELLITE PTY LIMITED",3012
1867,"Enterprise SD - NGO",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2534
1868,"Enterprise Carrier",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2541
1869,"Enterprise SD - BYOD",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2539
1870,"Enterprise SD - AgriTech",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2536
1871,"Enterprise SD - Media",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2532
1872,"Enterprise SD - Mining / Construction",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2535
1873,"Enterprise SD - Integrated Transport",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2537
1874,"Enterprise SD - FinTech",10516,"VIETNAM MARITIME COMM ELEC CO 10516",2538
1875,"Enterprise SD - NGO",10375,"SPECTRA GROUP (UK) LIMITED",2534
1876,"Enterprise Carrier",10375,"SPECTRA GROUP (UK) LIMITED",2541
1877,"Enterprise SD - BYOD",10375,"SPECTRA GROUP (UK) LIMITED",2539
1878,"Enterprise SD - AgriTech",10375,"SPECTRA GROUP (UK) LIMITED",2536
1879,"Enterprise SD - Media",10375,"SPECTRA GROUP (UK) LIMITED",2532
1880,"Enterprise SD - Mining / Construction",10375,"SPECTRA GROUP (UK) LIMITED",2535
1881,"Enterprise SD - Integrated Transport",10375,"SPECTRA GROUP (UK) LIMITED",2537
1882,"Enterprise SD - FinTech",10375,"SPECTRA GROUP (UK) LIMITED",2538
